ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,vader_score,sentiment_category
672,565,18,2023-05-12,5,"Excellent product, works exactly as described.",0.5719,Positive
673,754,10,2024-10-11,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
674,2,10,2024-02-05,3,Decent quality but delivery took longer than expected.,0.0,Neutral
675,316,14,2023-09-17,4,"Excellent product, works exactly as described.",0.5719,Positive
676,747,1,2023-07-22,5,"Fantastic product, my whole family loves it.",0.8074,Positive
677,33,4,2023-06-16,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
678,791,2,2024-04-11,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
679,818,5,2024-09-12,4,"Amazing value for money, will buy again.",0.7351,Positive
680,10,13,2023-08-09,5,"Fantastic product, my whole family loves it.",0.8074,Positive
681,596,1,2023-06-17,4,"Top quality item, very satisfied with my order.",0.5984,Positive
682,693,13,2023-11-04,3,Decent quality but delivery took longer than expected.,0.0,Neutral
683,841,16,2024-06-17,5,"Fantastic product, my whole family loves it.",0.8074,Positive
684,384,18,2023-06-01,4,"Fantastic product, my whole family loves it.",0.8074,Positive
685,974,8,2023-04-29,4,"Amazing value for money, will buy again.",0.7351,Positive
686,1000,2,2024-02-01,5,"Excellent product, works exactly as described.",0.5719,Positive
687,441,4,2023-09-12,1,"Overpriced for what you get, very average performance.",0.0,Neutral
688,661,5,2023-08-01,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
689,305,5,2023-01-11,2,"Overpriced for what you get, very average performance.",0.0,Neutral
690,854,6,2023-06-02,5,"Top quality item, very satisfied with my order.",0.5984,Positive
691,515,1,2023-11-03,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
692,126,8,2024-06-15,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
693,404,4,2024-11-19,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
694,57,2,2024-04-05,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
695,483,5,2024-02-04,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
696,736,16,2024-07-20,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
697,72,6,2024-11-22,2,The quality does not meet expectations I had.,0.0,Neutral
698,456,4,2023-09-27,4,"Excellent product, works exactly as described.",0.5719,Positive
699,104,12,2024-11-04,4,"Top quality item, very satisfied with my order.",0.5984,Positive
700,471,17,2023-07-26,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
701,934,14,2023-05-05,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
702,396,13,2024-03-26,4,"Top quality item, very satisfied with my order.",0.5984,Positive
703,120,13,2023-09-19,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
704,781,18,2023-11-04,4,"Excellent product, works exactly as described.",0.5719,Positive
705,594,1,2024-11-02,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
706,61,5,2024-10-24,4,"Excellent product, works exactly as described.",0.5719,Positive
707,648,14,2024-03-10,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
708,314,18,2024-05-28,4,"Top quality item, very satisfied with my order.",0.5984,Positive
709,111,8,2024-06-08,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
710,126,13,2023-07-06,4,"Top quality item, very satisfied with my order.",0.5984,Positive
711,893,9,2023-10-22,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
712,946,15,2023-09-21,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
713,432,8,2023-11-08,5,"Top quality item, very satisfied with my order.",0.5984,Positive
714,583,13,2024-02-20,4,"Fantastic product, my whole family loves it.",0.8074,Positive
715,903,6,2023-02-10,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
716,853,16,2023-06-19,5,"Fantastic product, my whole family loves it.",0.8074,Positive
717,174,10,2023-10-08,1,The product broke after just one week of use.,-0.4215,Negative
718,325,8,2023-03-09,5,"Fantastic product, my whole family loves it.",0.8074,Positive
719,16,11,2023-12-03,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
720,120,9,2023-04-25,5,"Excellent product, works exactly as described.",0.5719,Positive
721,720,12,2023-10-19,5,"Fantastic product, my whole family loves it.",0.8074,Positive
722,785,3,2023-02-03,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
723,810,18,2024-08-29,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
724,66,8,2024-06-14,5,"Fantastic product, my whole family loves it.",0.8074,Positive
725,623,11,2024-05-08,5,"Fantastic product, my whole family loves it.",0.8074,Positive
726,466,11,2023-04-20,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
727,953,4,2024-04-10,5,"Excellent product, works exactly as described.",0.5719,Positive
728,566,4,2023-10-14,5,"Amazing value for money, will buy again.",0.7351,Positive
729,882,10,2023-09-04,2,"Average product, nothing special about it.",-0.3089,Negative
730,783,15,2024-10-09,5,"Fantastic product, my whole family loves it.",0.8074,Positive
731,706,11,2024-02-12,5,"Amazing value for money, will buy again.",0.7351,Positive
732,172,11,2024-04-05,4,"Amazing value for money, will buy again.",0.7351,Positive
733,767,8,2023-08-09,2,The product broke after just one week of use.,-0.4215,Negative
734,543,2,2023-07-24,4,"Excellent product, works exactly as described.",0.5719,Positive
735,947,4,2024-03-27,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
736,610,10,2023-08-20,5,"Excellent product, works exactly as described.",0.5719,Positive
737,789,6,2024-12-20,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
738,28,11,2024-11-25,5,"Amazing value for money, will buy again.",0.7351,Positive
739,967,12,2023-08-22,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
740,513,7,2024-01-17,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
741,197,15,2023-08-07,4,"Fantastic product, my whole family loves it.",0.8074,Positive
742,700,9,2023-10-04,2,"Average product, nothing special about it.",-0.3089,Negative
743,838,1,2024-11-06,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
744,893,12,2024-02-16,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
745,938,11,2023-05-22,4,"Excellent product, works exactly as described.",0.5719,Positive
746,896,8,2023-08-30,5,"Amazing value for money, will buy again.",0.7351,Positive
747,103,5,2023-04-08,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
748,677,12,2023-02-15,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
749,696,18,2024-04-09,5,"Top quality item, very satisfied with my order.",0.5984,Positive
750,903,11,2024-10-24,2,Disappointed with the performance of this item.,-0.4767,Negative
751,565,14,2023-12-17,2,Disappointed with the performance of this item.,-0.4767,Negative
752,430,6,2023-03-17,4,"Top quality item, very satisfied with my order.",0.5984,Positive
753,169,4,2023-08-19,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
754,332,12,2024-03-22,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
755,166,6,2023-11-13,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
756,181,14,2023-12-17,5,"Top quality item, very satisfied with my order.",0.5984,Positive
757,808,9,2024-01-29,4,"Amazing value for money, will buy again.",0.7351,Positive
758,131,18,2024-02-14,5,"Fantastic product, my whole family loves it.",0.8074,Positive
759,849,3,2024-11-28,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
760,945,18,2024-09-08,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
761,708,17,2024-06-17,1,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
762,736,9,2024-08-10,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
763,555,13,2023-10-08,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
764,183,9,2023-11-08,2,"Overpriced for what you get, very average performance.",0.0,Neutral
765,745,16,2023-08-11,5,"Amazing value for money, will buy again.",0.7351,Positive
766,243,6,2024-08-06,5,"Amazing value for money, will buy again.",0.7351,Positive
767,783,17,2024-04-17,2,The quality does not meet expectations I had.,0.0,Neutral
768,334,2,2024-10-01,4,"Amazing value for money, will buy again.",0.7351,Positive
769,609,13,2023-01-25,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
770,958,1,2023-12-06,5,"Fantastic product, my whole family loves it.",0.8074,Positive
771,512,15,2024-06-21,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
772,879,11,2023-03-30,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
773,178,18,2023-10-17,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
774,777,14,2023-10-11,3,Decent quality but delivery took longer than expected.,0.0,Neutral
775,90,2,2024-01-30,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
776,965,11,2024-04-11,2,"Average product, nothing special about it.",-0.3089,Negative
777,341,10,2024-06-10,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
778,6,7,2024-08-06,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
779,899,2,2024-06-18,2,The product broke after just one week of use.,-0.4215,Negative
780,339,4,2024-07-19,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
781,143,14,2023-04-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
782,706,2,2024-11-09,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
783,395,18,2024-07-19,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
784,592,2,2023-04-26,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
785,373,6,2023-09-19,2,"Overpriced for what you get, very average performance.",0.0,Neutral
786,2,12,2023-08-27,3,Decent quality but delivery took longer than expected.,0.0,Neutral
787,731,1,2023-09-08,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
788,130,9,2024-05-23,1,"Overpriced for what you get, very average performance.",0.0,Neutral
789,749,14,2024-05-10,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
790,280,3,2023-03-27,5,"Fantastic product, my whole family loves it.",0.8074,Positive
791,796,3,2024-05-20,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
792,398,7,2023-02-22,2,"Overpriced for what you get, very average performance.",0.0,Neutral
793,496,11,2024-07-29,4,"Amazing value for money, will buy again.",0.7351,Positive
794,191,9,2024-02-16,4,"Amazing value for money, will buy again.",0.7351,Positive
795,625,3,2023-04-28,2,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
796,17,2,2024-08-31,1,Disappointed with the performance of this item.,-0.4767,Negative
797,610,18,2024-07-22,5,"Fantastic product, my whole family loves it.",0.8074,Positive
798,387,18,2024-10-16,4,"Excellent product, works exactly as described.",0.5719,Positive
799,28,9,2024-01-31,1,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
800,721,8,2023-06-26,1,Delivery was slow and product did not match the description.,0.0,Neutral
801,555,1,2023-09-14,2,Delivery was slow and product did not match the description.,0.0,Neutral
802,441,9,2024-09-12,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
803,198,3,2024-06-05,1,"Average product, nothing special about it.",-0.3089,Negative
804,436,6,2024-08-24,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
805,912,16,2023-11-23,5,"Top quality item, very satisfied with my order.",0.5984,Positive
806,903,5,2023-07-09,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
807,350,16,2023-06-14,1,Delivery was slow and product did not match the description.,0.0,Neutral
808,653,18,2023-06-15,5,"Excellent product, works exactly as described.",0.5719,Positive
809,240,16,2024-12-09,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
810,22,14,2023-03-20,4,"Excellent product, works exactly as described.",0.5719,Positive
811,114,16,2023-07-13,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
812,691,15,2023-08-02,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
813,391,6,2024-07-01,4,"Excellent product, works exactly as described.",0.5719,Positive
814,784,14,2023-12-13,5,"Top quality item, very satisfied with my order.",0.5984,Positive
815,465,3,2023-04-20,1,The product broke after just one week of use.,-0.4215,Negative
816,690,9,2024-08-02,4,"Top quality item, very satisfied with my order.",0.5984,Positive
817,720,12,2024-03-24,4,"Excellent product, works exactly as described.",0.5719,Positive
818,118,11,2024-08-22,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
819,810,3,2023-05-22,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
820,648,5,2024-09-28,5,"Amazing value for money, will buy again.",0.7351,Positive
821,280,15,2023-06-11,5,"Excellent product, works exactly as described.",0.5719,Positive
822,816,7,2024-02-12,5,"Top quality item, very satisfied with my order.",0.5984,Positive
823,342,12,2023-06-25,4,"Fantastic product, my whole family loves it.",0.8074,Positive
824,405,10,2024-08-24,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
825,103,5,2023-11-09,5,"Amazing value for money, will buy again.",0.7351,Positive
826,997,16,2024-07-03,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
827,383,13,2023-11-17,4,"Amazing value for money, will buy again.",0.7351,Positive
828,60,17,2023-08-28,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
829,596,3,2023-03-05,4,"Fantastic product, my whole family loves it.",0.8074,Positive
830,961,4,2024-02-11,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
831,971,12,2023-04-23,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
832,628,12,2023-06-13,5,"Amazing value for money, will buy again.",0.7351,Positive
833,230,9,2023-06-20,4,"Top quality item, very satisfied with my order.",0.5984,Positive
834,475,8,2023-07-08,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
835,419,8,2024-11-20,5,"Fantastic product, my whole family loves it.",0.8074,Positive
836,874,16,2024-08-07,1,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
837,361,15,2024-10-27,4,"Amazing value for money, will buy again.",0.7351,Positive
838,721,9,2024-02-27,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
839,148,1,2023-11-20,5,"Top quality item, very satisfied with my order.",0.5984,Positive
840,188,10,2024-06-26,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
841,180,17,2024-09-29,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
842,866,4,2023-05-22,4,"Excellent product, works exactly as described.",0.5719,Positive
843,695,9,2024-11-13,4,"Amazing value for money, will buy again.",0.7351,Positive
844,548,17,2024-05-04,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
845,525,15,2023-07-10,1,The quality does not meet expectations I had.,0.0,Neutral
846,830,17,2023-10-23,2,"Overpriced for what you get, very average performance.",0.0,Neutral
847,716,13,2024-11-29,4,"Top quality item, very satisfied with my order.",0.5984,Positive
848,420,10,2024-04-13,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
849,18,18,2024-12-15,4,"Top quality item, very satisfied with my order.",0.5984,Positive
850,710,18,2023-02-15,5,"Amazing value for money, will buy again.",0.7351,Positive
851,274,11,2023-06-30,5,"Fantastic product, my whole family loves it.",0.8074,Positive
852,286,4,2023-05-16,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
853,158,17,2024-09-18,5,"Amazing value for money, will buy again.",0.7351,Positive
854,439,3,2024-04-04,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
855,224,12,2024-04-04,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
856,342,12,2024-03-06,5,"Fantastic product, my whole family loves it.",0.8074,Positive
857,208,14,2024-04-20,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
858,163,15,2023-12-24,5,"Top quality item, very satisfied with my order.",0.5984,Positive
859,923,13,2024-12-05,2,The quality does not meet expectations I had.,0.0,Neutral
860,698,12,2023-01-27,5,"Fantastic product, my whole family loves it.",0.8074,Positive
861,909,14,2024-06-07,4,"Excellent product, works exactly as described.",0.5719,Positive
862,510,14,2024-03-24,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
863,682,14,2023-09-15,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
864,907,14,2023-01-19,4,"Top quality item, very satisfied with my order.",0.5984,Positive
865,207,16,2024-07-13,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
866,494,5,2023-12-21,4,"Excellent product, works exactly as described.",0.5719,Positive
867,790,1,2023-12-24,4,"Amazing value for money, will buy again.",0.7351,Positive
868,269,16,2023-05-03,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
869,126,13,2024-02-14,1,Delivery was slow and product did not match the description.,0.0,Neutral
870,204,8,2023-11-06,4,"Amazing value for money, will buy again.",0.7351,Positive
871,883,5,2023-03-17,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
872,24,13,2023-03-04,1,"Average product, nothing special about it.",-0.3089,Negative
873,401,4,2024-09-09,4,"Amazing value for money, will buy again.",0.7351,Positive
874,763,12,2024-12-18,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
875,712,11,2023-04-09,5,"Excellent product, works exactly as described.",0.5719,Positive
876,567,3,2023-08-27,4,"Amazing value for money, will buy again.",0.7351,Positive
877,389,18,2023-04-12,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
878,404,12,2024-09-23,2,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
879,718,5,2024-04-04,4,"Fantastic product, my whole family loves it.",0.8074,Positive
880,28,10,2023-10-04,5,"Fantastic product, my whole family loves it.",0.8074,Positive
881,191,8,2024-10-22,5,"Excellent product, works exactly as described.",0.5719,Positive
882,114,12,2023-09-17,5,"Top quality item, very satisfied with my order.",0.5984,Positive
883,986,10,2023-07-20,4,"Excellent product, works exactly as described.",0.5719,Positive
884,520,7,2024-03-08,2,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
885,609,1,2023-02-11,1,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
886,964,14,2024-12-21,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
887,620,13,2024-07-12,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
888,653,16,2023-06-28,4,"Excellent product, works exactly as described.",0.5719,Positive
889,295,5,2024-04-13,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
890,769,12,2024-04-17,2,"Product quality is average at best, not worth the price.",0.5475,Mixed Positive
891,444,18,2023-05-31,1,The product broke after just one week of use.,-0.4215,Negative
892,522,11,2024-04-02,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
893,58,7,2024-03-23,4,"Fantastic product, my whole family loves it.",0.8074,Positive
894,634,10,2023-04-22,3,Decent quality but delivery took longer than expected.,0.0,Neutral
895,779,11,2023-04-28,5,"Fantastic product, my whole family loves it.",0.8074,Positive
896,823,11,2023-11-28,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
897,161,5,2024-03-16,5,"Amazing value for money, will buy again.",0.7351,Positive
898,176,5,2023-02-21,1,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
899,409,10,2023-08-16,1,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
900,59,12,2024-10-09,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
901,305,3,2023-01-31,4,"Fantastic product, my whole family loves it.",0.8074,Positive
902,27,13,2023-07-14,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
903,83,5,2023-03-02,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
904,159,8,2024-05-31,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
905,605,4,2024-08-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
906,203,10,2023-01-16,5,"Excellent product, works exactly as described.",0.5719,Positive
907,646,5,2023-08-22,5,"Top quality item, very satisfied with my order.",0.5984,Positive
908,860,2,2023-01-25,5,"Fantastic product, my whole family loves it.",0.8074,Positive
909,981,9,2024-03-21,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
910,774,10,2024-08-13,4,"Fantastic product, my whole family loves it.",0.8074,Positive
911,31,18,2024-12-16,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
912,54,18,2024-03-16,5,"Excellent product, works exactly as described.",0.5719,Positive
913,511,11,2024-02-15,5,"Excellent product, works exactly as described.",0.5719,Positive
914,560,9,2024-08-05,5,"Fantastic product, my whole family loves it.",0.8074,Positive
915,663,4,2023-05-25,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
916,57,17,2023-12-12,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
917,7,17,2023-06-21,4,"Top quality item, very satisfied with my order.",0.5984,Positive
918,477,9,2024-06-28,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
919,924,9,2023-05-27,5,"Amazing value for money, will buy again.",0.7351,Positive
920,496,4,2023-06-24,4,"Top quality item, very satisfied with my order.",0.5984,Positive
921,380,4,2023-06-14,4,"Excellent product, works exactly as described.",0.5719,Positive
922,345,3,2023-07-28,1,Delivery was slow and product did not match the description.,0.0,Neutral
923,862,4,2024-03-01,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
924,336,16,2023-09-14,2,Delivery was slow and product did not match the description.,0.0,Neutral
925,735,16,2023-05-06,5,"Top quality item, very satisfied with my order.",0.5984,Positive
926,43,17,2023-08-01,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
927,958,1,2024-03-08,3,Good product overall but the price is a bit high.,0.2382,Mixed Positive
928,579,13,2023-09-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
929,553,14,2023-11-07,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
930,567,6,2023-02-22,3,Decent quality but delivery took longer than expected.,0.0,Neutral
931,253,14,2024-11-02,5,"Amazing value for money, will buy again.",0.7351,Positive
932,551,13,2023-10-26,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
933,914,10,2023-11-21,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
934,708,13,2023-12-29,1,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
935,411,16,2023-11-22,1,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
936,154,18,2024-03-17,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
937,772,9,2024-02-11,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
938,124,7,2023-03-28,4,"Excellent product, works exactly as described.",0.5719,Positive
939,704,7,2023-12-27,2,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
940,445,15,2023-05-21,4,"Excellent product, works exactly as described.",0.5719,Positive
941,630,11,2023-12-07,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
942,785,7,2024-06-16,4,"Excellent product, works exactly as described.",0.5719,Positive
943,587,18,2024-10-12,3,Decent quality but delivery took longer than expected.,0.0,Neutral
944,948,4,2023-10-23,4,"Excellent product, works exactly as described.",0.5719,Positive
945,827,15,2024-10-22,3,Decent quality but delivery took longer than expected.,0.0,Neutral
946,815,11,2023-04-07,4,"Excellent product, works exactly as described.",0.5719,Positive
947,297,9,2023-03-18,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
948,562,11,2023-07-30,1,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
949,54,11,2024-11-05,4,"Fantastic product, my whole family loves it.",0.8074,Positive
950,130,15,2023-10-01,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
951,145,11,2024-06-20,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
952,430,18,2024-03-18,4,"Fantastic product, my whole family loves it.",0.8074,Positive
953,902,8,2023-09-29,4,"Top quality item, very satisfied with my order.",0.5984,Positive
954,160,17,2024-06-07,4,"Top quality item, very satisfied with my order.",0.5984,Positive
955,950,1,2024-06-10,1,The quality does not meet expectations I had.,0.0,Neutral
956,251,4,2024-01-21,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
957,204,11,2023-12-27,5,"Amazing value for money, will buy again.",0.7351,Positive
958,476,14,2023-02-13,4,"Fantastic product, my whole family loves it.",0.8074,Positive
959,131,17,2024-03-21,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
960,911,18,2023-09-01,5,"Fantastic product, my whole family loves it.",0.8074,Positive
961,702,18,2023-11-21,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
962,6,1,2024-05-01,4,"Amazing value for money, will buy again.",0.7351,Positive
963,699,11,2024-05-18,5,"Excellent product, works exactly as described.",0.5719,Positive
964,336,17,2023-10-08,4,"Amazing value for money, will buy again.",0.7351,Positive
965,341,1,2024-07-07,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
966,973,1,2024-08-05,5,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
967,135,17,2023-08-30,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
968,697,6,2023-05-06,5,"Fantastic product, my whole family loves it.",0.8074,Positive
969,635,11,2024-09-22,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
970,891,5,2023-10-21,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
971,428,5,2023-09-25,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
972,832,3,2023-08-12,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
973,833,11,2023-08-23,3,Decent quality but delivery took longer than expected.,0.0,Neutral
974,714,17,2024-02-11,5,"Top quality item, very satisfied with my order.",0.5984,Positive
975,345,17,2023-04-22,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
976,160,2,2023-06-07,3,Quality is acceptable but expected better for this price.,0.6705,Mixed Positive
977,692,4,2024-06-29,5,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
978,421,6,2023-11-04,5,"Great quality and fast delivery, highly recommend.",0.7841,Positive
979,306,1,2024-10-22,3,Decent quality but delivery took longer than expected.,0.0,Neutral
980,68,8,2023-06-17,5,"Excellent product, works exactly as described.",0.5719,Positive
981,276,12,2024-03-11,5,"Fantastic product, my whole family loves it.",0.8074,Positive
982,967,15,2024-08-13,4,"Great quality and fast delivery, highly recommend.",0.7841,Positive
983,700,10,2024-07-25,5,"Fantastic product, my whole family loves it.",0.8074,Positive
984,70,6,2023-05-21,5,"Amazing value for money, will buy again.",0.7351,Positive
985,807,12,2024-05-25,2,"Did not meet my expectations at all, very disappointed.",-0.5256,Negative
986,621,16,2023-11-22,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
987,158,4,2024-02-04,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
988,65,18,2023-09-22,4,"Fantastic product, my whole family loves it.",0.8074,Positive
989,115,2,2023-11-16,3,Decent quality but delivery took longer than expected.,0.0,Neutral
990,151,14,2023-09-17,1,"Poor performance, would not recommend this to anyone.",-0.6381,Negative
991,257,9,2023-06-15,2,"Average product, nothing special about it.",-0.3089,Negative
992,184,16,2023-04-01,2,"Not satisfied, expected much better quality.",0.1451,Mixed Positive
993,689,15,2023-08-25,2,The quality does not meet expectations I had.,0.0,Neutral
994,917,16,2023-06-19,5,"Fantastic product, my whole family loves it.",0.8074,Positive
995,403,15,2024-05-22,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
996,465,14,2024-01-18,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
997,828,1,2023-02-04,5,"Excellent product, works exactly as described.",0.5719,Positive
998,694,12,2024-07-16,4,"Perfect for my needs, very happy with this purchase.",0.8268,Positive
999,592,15,2024-01-26,4,"Amazing value for money, will buy again.",0.7351,Positive
1000,536,17,2023-03-04,3,"Product is okay, nothing special but does the job.",-0.0462,Neutral
1001,101,17,2024-09-30,4,"Absolutely love this product, exceeded my expectations!",0.6989,Positive
1002,5,7,2023-08-14,3,Works fine but instructions were confusing.,-0.2382,Mixed Negative
1003,639,5,2023-12-06,4,"Excellent product, works exactly as described.",0.5719,Positive
1004,986,8,2023-08-29,5,"Amazing value for money, will buy again.",0.7351,Positive
1005,141,8,2023-11-09,1,Disappointed with the performance of this item.,-0.4767,Negative
1006,721,11,2023-03-29,1,The quality does not meet expectations I had.,0.0,Neutral
